,Name,Age,Nationality,Overall,Potential,Club,Value(€),Wage(€),Height,Weight(lbs),Continent
8169,L. Abergel,25,France,67,71,AS Nancy Lorraine,825000.0,3000.0,5'8,154.0,Europe
8170,A. Zapata,23,Colombia,67,74,Envigado FC,1100000.0,1000.0,5'9,163.0,South America
8171,M. Smith,26,United Kingdom,67,68,Rotherham United,900000.0,12000.0,6'4,190.0,Europe
8172,N. Zimling,33,Denmark,67,67,SønderjyskE,450000.0,5000.0,5'10,161.0,Europe
8173,J. Bager,21,Denmark,67,74,Randers FC,925000.0,3000.0,6'0,185.0,Europe
8174,G. Masouras,21,Greece,67,74,Olympiacos CFP,900000.0,1000.0,5'11,161.0,Europe
8175,G. Bourillon,34,France,67,67,La Berrichonne de Châteauroux,230000.0,2000.0,6'2,172.0,Europe
8176,A. D'Alberto,23,Belgium,67,72,Moreirense FC,850000.0,2000.0,5'10,163.0,Europe
8177,Lee Seok Hyun,28,"Korea, Republic of",67,67,Pohang Steelers,750000.0,3000.0,5'10,150.0,Asia
8178,W. Francis,27,Costa Rica,67,67,Seattle Sounders FC,625000.0,3000.0,5'9,159.0,North America
8179,B. Vătăjelu,25,Romania,67,70,Sparta Praha,950000.0,1000.0,5'7,154.0,Europe
8180,M. Bani,24,Italy,67,72,Chievo Verona,875000.0,5000.0,6'2,172.0,Europe
8181,N. Butzen,25,Germany,67,69,1. FC Magdeburg,925000.0,5000.0,5'10,150.0,Europe
8182,L. Ilić,18,Serbia,67,79,NAC Breda,1300000.0,15000.0,6'0,161.0,Europe
8183,E. Trejo,28,Mexico,67,67,Querétaro,750000.0,4000.0,5'7,152.0,North America
8184,T. Eaves,26,United Kingdom,67,68,Gillingham,900000.0,4000.0,6'4,190.0,Europe
8185,D. Del Fabro,23,Italy,67,72,US Cremonese,875000.0,20000.0,6'2,179.0,Europe
8186,Pol García,23,Spain,67,73,Sint-Truidense VV,900000.0,4000.0,6'0,165.0,Europe
8187,F. Escobar,23,Argentina,67,74,Atlanta United,900000.0,2000.0,6'0,165.0,South America
8188,D. Agazzi,25,Italy,67,70,Livorno,950000.0,8000.0,5'8,154.0,Europe
8189,C. Cambon,31,France,67,67,US Orléans Loiret Football,525000.0,2000.0,6'0,168.0,Europe
8190,A. Tembeng,26,Cameroon,67,70,CD Tondela,800000.0,2000.0,6'2,187.0,Africa
8191,A. Gomes,17,United Kingdom,67,87,Manchester United,1500000.0,15000.0,5'3,134.0,Europe
8192,Estevãtinho,26,Brazil,67,67,Fluminense,825000.0,9000.0,5'10,163.0,South America
8193,S. Lex,28,Germany,67,67,TSV 1860 München,775000.0,3000.0,5'10,163.0,Europe
8194,Bernabé,25,Spain,67,73,Gimnàstic de Tarragona,750000.0,2000.0,6'2,168.0,Europe
8195,K. Matsubara,25,Japan,67,72,Yokohama F. Marinos,850000.0,2000.0,5'11,161.0,Asia
8196,E. Purita,21,Argentina,67,81,San Martin de Tucumán,1500000.0,5000.0,5'6,152.0,South America
8197,S. Guri,24,Albania,67,71,KV Oostende,1000000.0,5000.0,6'2,190.0,Europe
8198,C. Albanis,23,Greece,67,73,AEK Athens,1000000.0,1000.0,6'0,176.0,Europe
8199,F. Holthaus,23,Germany,67,75,FC Energie Cottbus,950000.0,1000.0,5'11,168.0,Europe
8200,L. da Silva Lopes,19,Portugal,67,79,Wigan Athletic,1300000.0,8000.0,5'6,134.0,Europe
8201,S. MacDonald,30,United Kingdom,67,67,Wigan Athletic,575000.0,16000.0,6'1,159.0,Europe
8202,M. Reynolds,31,United Kingdom,67,67,Aberdeen,525000.0,3000.0,5'11,150.0,Europe
8203,M. Janota,27,Poland,67,67,Arka Gdynia,800000.0,2000.0,5'7,163.0,Europe
8204,Piao Cheng,28,China,67,67,Beijing Sinobo Guoan FC,750000.0,7000.0,5'9,152.0,Asia
8205,M. McNulty,25,United Kingdom,67,69,Reading,950000.0,12000.0,5'10,154.0,Europe
8206,Alan Schons,25,Brazil,67,70,Moreirense FC,950000.0,2000.0,5'11,165.0,South America
8207,L. Heredia,21,Argentina,67,75,Club Atlético Colón,1100000.0,4000.0,6'1,174.0,South America
8208,T. Elliott,27,United Kingdom,67,67,Millwall,825000.0,6000.0,6'4,168.0,Europe
8209,R. Lundström,28,Sweden,67,67,AIK,600000.0,3000.0,6'0,159.0,Europe
8210,S. Ganz,24,Italy,67,72,Ascoli,1000000.0,2000.0,5'9,150.0,Europe
8211,A. El Kaabi,25,Morocco,67,71,Hebei China Fortune FC,1000000.0,6000.0,6'0,165.0,Africa
8212,P. Testroet,27,Germany,67,67,FC Erzgebirge Aue,825000.0,3000.0,6'1,190.0,Europe
8213,S. Benyamina,28,Germany,67,67,Pogoń Szczecin,800000.0,3000.0,6'3,174.0,Europe
8214,C. Sepúlveda,26,Chile,67,72,CD Huachipato,850000.0,2000.0,5'9,161.0,South America
8215,E. Assifuah,24,Ghana,67,70,Le Havre AC,975000.0,3000.0,5'8,154.0,Africa
8216,L. Robles,31,Mexico,67,67,Puebla FC,525000.0,3000.0,5'7,154.0,North America
8217,V. N'Simba,24,"Congo, The Democratic Republic of the",67,70,Clermont Foot 63,800000.0,2000.0,5'6,148.0,Africa
8218,C. Handke,29,Germany,67,67,1. FC Magdeburg,600000.0,5000.0,6'3,176.0,Europe
8219,S. Córdova,20,Venezuela,67,78,FC Augsburg,1300000.0,7000.0,6'2,192.0,South America
8220,K. Kratz,31,Germany,67,67,Atlanta United,675000.0,3000.0,5'8,159.0,Europe
8221,M. Lowe,21,United Kingdom,67,77,Aberdeen,1100000.0,9000.0,5'9,163.0,Europe
8222,Claude Gonçalves,24,Portugal,67,71,ESTAC Troyes,850000.0,3000.0,5'9,152.0,Europe
8223,D. Swanson,31,United Kingdom,67,67,St. Johnstone FC,675000.0,3000.0,5'6,130.0,Europe
8224,G. Trauner,26,Austria,67,72,LASK Linz,850000.0,4000.0,6'0,181.0,Europe
8225,Accioly,37,Brazil,67,67,Santa Clara,100000.0,2000.0,6'2,181.0,South America
8226,G. Iñíguez,24,Argentina,67,72,Udinese,1000000.0,8000.0,5'8,168.0,South America
8227,D. Furlong,22,United Kingdom,67,74,Queens Park Rangers,900000.0,3000.0,5'11,168.0,Europe
8228,J. Larsson,21,Sweden,67,77,IFK Norrköping,1300000.0,2000.0,5'9,152.0,Europe
8229,Matheus Índio,22,Brazil,67,75,Boavista FC,1100000.0,3000.0,5'7,154.0,South America
8230,Guarrotxena,25,Spain,67,68,Pogoń Szczecin,900000.0,3000.0,5'10,146.0,Europe
8231,D. McGowan,26,Australia,67,68,Gangwon FC,750000.0,2000.0,6'1,176.0,Oceania
8232,B. Sankoh,26,Guinea,67,70,Stade Malherbe Caen,800000.0,7000.0,5'11,161.0,Africa
8233,G. Evans,30,United Kingdom,67,67,Portsmouth,725000.0,4000.0,6'0,176.0,Europe
8234,J. Gómez,27,Argentina,67,68,Unión Española,700000.0,2000.0,6'0,181.0,South America
8235,A. Márquez,26,Chile,67,68,CD O'Higgins,725000.0,3000.0,5'8,170.0,South America
8236,O. Čelůstka,29,Czech Republic,67,67,Antalyaspor,575000.0,6000.0,6'1,176.0,Europe
8237,F. Öztorun,31,Turkey,67,67,Atiker Konyaspor,500000.0,6000.0,5'9,146.0,Asia
8238,C. Mafla,25,Colombia,67,71,Atlético Nacional,825000.0,2000.0,5'9,146.0,South America
8239,I. Ochoa,21,Mexico,67,75,CD Everton de Viña del Mar,975000.0,6000.0,6'0,159.0,North America
8240,Lucas Fernandes,20,Brazil,67,80,Portimonense SC,1500000.0,3000.0,5'9,157.0,South America
8241,Fernando Andrade,25,Brazil,67,72,Santa Clara,1000000.0,2000.0,6'0,165.0,South America
8242,T. Breukers,30,Netherlands,67,67,Heracles Almelo,550000.0,3000.0,6'0,170.0,Europe
8243,E. Salomonsson,29,Sweden,67,67,IFK Göteborg,575000.0,2000.0,6'0,161.0,Europe
8244,A. Iacobucci,27,Italy,67,68,Frosinone,600000.0,4000.0,6'2,181.0,Europe
8245,P. Izzo,23,Australia,67,72,Adelaide United,725000.0,1000.0,6'0,179.0,Oceania
8246,M. Farrona Pulido,25,Germany,67,69,VfL Osnabrück,925000.0,2000.0,5'9,154.0,Europe
8247,S. Diarra,23,Mali,67,73,Racing Club de Lens,1000000.0,3000.0,5'8,137.0,Africa
8248,Frederico Rendel,30,Brazil,67,67,Cruzeiro,725000.0,9000.0,5'11,157.0,South America
8249,R. Tait,28,United Kingdom,67,67,Motherwell,600000.0,3000.0,5'10,170.0,Europe
8250,Y. Kurtuluş,32,Turkey,67,67,Antalyaspor,450000.0,6000.0,5'9,154.0,Asia
8251,M. Starke,27,Namibia,67,68,FC Carl Zeiss Jena,900000.0,1000.0,5'10,179.0,Africa
8252,J. Wilson,22,United Kingdom,67,74,Aberdeen,1100000.0,29000.0,6'0,161.0,Europe
8253,E. Tozlu,27,Turkey,67,67,Yeni Malatyaspor,800000.0,5000.0,5'10,163.0,Asia
8254,Javi Flores,32,Spain,67,67,Elche CF,575000.0,3000.0,5'7,150.0,Europe
8255,R. Cereceda,33,Chile,67,67,CD O'Higgins,290000.0,3000.0,5'8,161.0,South America
8256,E. Padella,29,Italy,67,67,Ascoli,600000.0,2000.0,6'2,172.0,Europe
8257,J. Onguéné,20,Cameroon,67,81,FC Red Bull Salzburg,1500000.0,8000.0,6'1,170.0,Africa
8258,B. Bahn,25,Germany,67,69,Hallescher FC,925000.0,2000.0,5'11,152.0,Europe
8259,D. Prokop,21,Austria,67,78,FK Austria Wien,1300000.0,5000.0,5'7,150.0,Europe
8260,N. Seufert,21,Germany,67,78,DSC Arminia Bielefeld,1300000.0,4000.0,6'0,161.0,Europe
8261,S. Lobjanidze,23,Georgia,67,75,Randers FC,1100000.0,4000.0,5'9,137.0,Asia
8262,J. Miño,30,Argentina,67,67,Deportes Iquique,575000.0,1000.0,5'11,183.0,South America
8263,M. Ullmann,22,Austria,67,76,LASK Linz,1000000.0,3000.0,5'11,143.0,Europe
8264,M. Mandorlini,29,Italy,67,67,Padova,725000.0,2000.0,5'11,172.0,Europe
8265,C. Mahoney,21,United Kingdom,67,77,Birmingham City,1200000.0,14000.0,5'9,148.0,Europe
8266,J. Fortes,29,Cape Verde,67,67,Excelsior,575000.0,3000.0,6'0,165.0,Africa
8267,G. Mastinu,26,Italy,67,68,Spezia,900000.0,2000.0,5'9,170.0,Europe
8268,Alex Doneiro,30,Brazil,67,67,Atlético Mineiro,725000.0,11000.0,5'9,157.0,South America
8269,Miguel Oliveira,24,Portugal,67,71,Vitória Guimarães,700000.0,2000.0,6'5,216.0,Europe
8270,J. von Haacke,24,Germany,67,71,SV Meppen,975000.0,6000.0,5'11,168.0,Europe
8271,Jang Yun Ho,21,"Korea, Republic of",67,74,Jeonbuk Hyundai Motors,1100000.0,3000.0,5'10,150.0,Asia
8272,F. Beijmo,20,Sweden,67,79,SV Werder Bremen,1200000.0,6000.0,6'1,170.0,Europe
8273,D. Furman,30,South Africa,67,67,,0.0,0.0,6'0,161.0,Africa
8274,Park Jong Woo,29,"Korea, Republic of",67,67,Suwon Samsung Bluewings,725000.0,3000.0,5'11,163.0,Asia
8275,E. Lieftink,24,Netherlands,67,72,Willem II,1000000.0,3000.0,6'1,176.0,Europe
8276,Diego Aguirre,27,Spain,67,67,Real Zaragoza,800000.0,4000.0,5'9,141.0,Europe
8277,Gustavo Pastinho,26,Brazil,67,67,Internacional,825000.0,10000.0,6'0,165.0,South America
8278,R. Manaj,21,Albania,67,78,Albacete BP,1300000.0,14000.0,6'0,168.0,Europe
8279,F. Kadioglu,18,Netherlands,67,79,Fenerbahçe SK,1300000.0,9000.0,5'8,141.0,Europe
8280,Alex López,21,Spain,67,75,RCD Espanyol,1100000.0,6000.0,5'9,150.0,Europe
8281,D. Perkins,36,United Kingdom,67,67,Rochdale,240000.0,2000.0,5'6,168.0,Europe
8282,J. Bendik,29,United States,67,69,Orlando City SC,625000.0,2000.0,6'3,216.0,North America
8283,Varela,23,Spain,67,74,CF Rayo Majadahonda,900000.0,2000.0,5'9,150.0,Europe
8284,Oriol Busquets,19,Spain,67,82,FC Barcelona,1500000.0,14000.0,6'1,170.0,Europe
8285,Pipa,20,Spain,67,75,RCD Espanyol,975000.0,6000.0,5'9,150.0,Europe
8286,Pardo,30,Spain,67,67,Extremadura UD,575000.0,3000.0,6'2,172.0,Europe
8287,T. Lam,24,Finland,67,70,PEC Zwolle,825000.0,3000.0,6'2,168.0,Europe
8288,J. Rodon,20,United Kingdom,67,76,Swansea City,1000000.0,6000.0,6'4,168.0,Europe
8289,Abel Ruiz,18,Spain,67,83,FC Barcelona,1600000.0,21000.0,6'0,161.0,Europe
8290,J. Attinella,29,United States,67,68,Portland Timbers,600000.0,2000.0,6'2,190.0,North America
8291,A. Mendoza,24,Mexico,67,71,U.N.A.M.,825000.0,6000.0,5'8,170.0,North America
8292,P. Zinckernagel,23,Denmark,67,73,FK Bodø/Glimt,1000000.0,2000.0,5'9,154.0,Europe
8293,E. Güral,29,Turkey,67,67,Alanyaspor,750000.0,5000.0,6'2,174.0,Asia
8294,Ko Seung Beom,24,"Korea, Republic of",67,72,Daegu FC,1000000.0,3000.0,5'9,159.0,Asia
8295,E. Zhegrova,19,Serbia,67,80,KRC Genk,1400000.0,3000.0,5'9,152.0,Europe
8296,B. Baráth,26,Hungary,67,69,,0.0,0.0,6'2,165.0,Europe
8297,E. Bakker,28,Netherlands,67,67,De Graafschap,750000.0,3000.0,5'10,170.0,Europe
8298,G. Kastaneer,22,Antigua and Barbuda,67,76,NAC Breda,1200000.0,3000.0,6'1,187.0,North America
8299,R. Rubin,22,United States,67,74,Club Tijuana,1100000.0,7000.0,5'11,161.0,North America
8300,F. Altamirano,22,Argentina,67,79,Club Atlético Banfield,1100000.0,3000.0,6'1,172.0,South America
8301,M. Wanitzek,25,Germany,67,70,Karlsruher SC,950000.0,3000.0,5'10,163.0,Europe
8302,H. Fujiharu,29,Japan,67,67,Gamba Osaka,575000.0,4000.0,5'9,132.0,Asia
8303,C. Colmán,24,Paraguay,67,73,FC Dallas,1100000.0,3000.0,6'0,174.0,South America
8304,K. Kuchaev,20,Russia,67,77,PFC CSKA Moscow,1200000.0,1000.0,6'0,163.0,Europe
8305,J. Shonga,21,Zambia,67,73,Orlando Pirates,1100000.0,1000.0,5'10,141.0,Africa
8306,S. Sararer,28,Turkey,67,67,Karlsruher SC,775000.0,3000.0,5'11,196.0,Asia
8307,M. Grimes,22,United Kingdom,67,73,Swansea City,1000000.0,8000.0,5'10,154.0,Europe
8308,G. Kamara,22,Finland,67,75,Dundee FC,1100000.0,3000.0,6'0,161.0,Europe
8309,J. Salas,24,Mexico,67,71,Cruz Azul,975000.0,7000.0,6'0,161.0,North America
8310,R. Perraud,20,France,67,79,Paris FC,1200000.0,7000.0,5'8,150.0,Europe
8311,G. Baldock,25,United Kingdom,67,70,Sheffield United,800000.0,4000.0,5'9,148.0,Europe
8312,Y. Nakayama,21,Japan,67,74,Kashiwa Reysol,925000.0,3000.0,5'11,168.0,Asia
8313,P. Eler,27,Slovenia,67,68,FC Wacker Innsbruck,900000.0,3000.0,6'1,161.0,Europe
8314,Nano,33,Spain,67,67,UD Almería,290000.0,3000.0,6'0,161.0,Europe
8315,X. Mlambo,27,South Africa,67,68,Orlando Pirates,850000.0,1000.0,5'7,154.0,Africa
8316,O. Andrievskyi,24,Ukraine,67,74,Dynamo Kyiv,925000.0,1000.0,5'10,161.0,Europe
8317,A. Judge,29,Ireland,67,67,Brentford,750000.0,16000.0,5'7,154.0,Europe
8318,E. Alvarado,29,Costa Rica,67,67,Trabzonspor,525000.0,8000.0,6'4,187.0,North America
8319,Buatu,24,Angola,67,72,Rio Ave FC,875000.0,3000.0,6'2,192.0,Africa
8320,A. Czerwiński,25,Poland,67,70,Zagłębie Lubin,800000.0,2000.0,5'11,163.0,Europe
8321,V. Sarno,30,Italy,67,67,Padova,725000.0,2000.0,5'6,139.0,Europe
8322,M. Pušić,30,Austria,67,67,SV Mattersburg,725000.0,8000.0,6'2,168.0,Europe
8323,E. Fryers,25,United Kingdom,67,70,Barnsley,800000.0,4000.0,6'0,176.0,Europe
8324,P. Caballero,32,Argentina,67,67,UD Almería,600000.0,4000.0,6'3,174.0,South America
8325,A. El-Abd,33,Egypt,67,67,Wycombe Wanderers,300000.0,3000.0,5'11,194.0,Africa
8326,K. Wojtkowski,20,Poland,67,81,Wisła Kraków,1700000.0,2000.0,5'8,146.0,Europe
8327,T. Boss,25,Germany,67,73,SG Dynamo Dresden,750000.0,5000.0,6'1,181.0,Europe
8328,J. Earl,19,United Kingdom,67,78,Preston North End,1100000.0,2000.0,6'4,172.0,Europe
8329,S. Özkan,31,Turkey,67,67,Antalyaspor,675000.0,6000.0,5'8,150.0,Asia
8330,J. Murillo,24,Colombia,67,73,Independiente Medellín,900000.0,1000.0,6'0,159.0,South America
8331,S. Jaime,31,Argentina,67,67,Unión Española,675000.0,2000.0,5'10,157.0,South America
8332,M. Bader,21,Germany,67,75,1. FC Köln,975000.0,5000.0,5'9,161.0,Europe
8333,D. Arboleda,23,Colombia,67,78,América de Cali,1100000.0,1000.0,6'3,183.0,South America
8334,B. Merlini,22,Argentina,67,76,San Lorenzo de Almagro,1200000.0,6000.0,5'5,137.0,South America
8335,M. Smith,29,United Kingdom,67,67,Heart of Midlothian,575000.0,3000.0,5'11,157.0,Europe
8336,M. Helik,22,Poland,67,72,Cracovia,875000.0,2000.0,6'3,176.0,Europe
8337,J. Föhrenbach,22,Germany,67,73, SSV Jahn Regensburg,875000.0,6000.0,6'0,179.0,Europe
8338,K. Mizunuma,28,Japan,67,67,Cerezo Osaka,775000.0,3000.0,5'9,159.0,Asia
8339,S. Jamieson,29,Australia,67,67,Melbourne City FC,575000.0,4000.0,5'10,157.0,Oceania
8340,R. Grange,29,France,67,67,Sporting de Charleroi,750000.0,5000.0,5'10,163.0,Europe
8341,D. Nazarov,28,Azerbaijan,67,67,FC Erzgebirge Aue,800000.0,4000.0,6'0,161.0,Asia
8342,C. Robles,26,Colombia,67,71,Deportes Tolima,825000.0,2000.0,5'7,154.0,South America
8343,M. Akbaş,28,Turkey,67,67,Trabzonspor,625000.0,10000.0,6'2,179.0,Asia
8344,J. Eggestein,20,Germany,67,81,SV Werder Bremen,1700000.0,7000.0,6'0,165.0,Europe
8345,P. Bouby,34,France,67,67,US Orléans Loiret Football,230000.0,2000.0,6'0,172.0,Europe
8346,V. Berisha,24,Norway,67,70,SK Rapid Wien,975000.0,6000.0,5'9,157.0,Europe
8347,Sérgio Marakis,26,Portugal,67,69,CD Nacional,775000.0,4000.0,5'10,168.0,Europe
8348,N. Rubio,23,Colombia,67,76,Envigado FC,1200000.0,1000.0,5'6,146.0,South America
8349,Xande Silva,21,Portugal,67,77,West Ham United,1300000.0,18000.0,5'10,150.0,Europe
8350,Claudio Silbeiro,34,Brazil,67,67,Atlético Paranaense,400000.0,6000.0,6'0,165.0,South America
8351,S. Marzo,27,Belgium,67,67,Sporting Lokeren,625000.0,5000.0,5'11,152.0,Europe
8352,G. Villagra,36,Chile,67,67,CD Antofagasta,240000.0,1000.0,5'9,148.0,South America
8353,Carlos Abad,23,Spain,67,77,Córdoba CF,950000.0,2000.0,6'4,194.0,Europe
8354,M. Prévot,21,France,67,79,FC Sochaux-Montbéliard,1100000.0,1000.0,6'0,154.0,Europe
8355,C. Maguire,29,United Kingdom,67,67,Sunderland,750000.0,5000.0,5'7,150.0,Europe
8356,F. Serrarens,27,Netherlands,67,68,De Graafschap,900000.0,4000.0,6'2,183.0,Europe
8357,K. Løkberg,26,Norway,67,70,Ranheim Fotball,925000.0,2000.0,5'9,152.0,Europe
8358,S. Scherder,25,Germany,67,69,SC Preußen Münster,775000.0,2000.0,6'2,190.0,Europe
8359,Venanzio Meirás,30,Brazil,67,67,Chapecoense,725000.0,6000.0,6'0,170.0,South America
8360,João Pedro,25,Brazil,67,70,Al Fateh,975000.0,10000.0,5'11,194.0,South America
8361,L. Duarte,27,Netherlands,67,67,Heracles Almelo,775000.0,3000.0,5'7,157.0,Europe
8362,Quintanilla,27,Spain,67,69,Córdoba CF,750000.0,3000.0,6'0,174.0,Europe
8363,E. Carvajal,29,Chile,67,67,Deportes Iquique,600000.0,2000.0,5'8,148.0,South America
8364,T. Fosu,22,United Kingdom,67,75,Charlton Athletic,1100000.0,4000.0,5'7,148.0,Europe
8365,L. Caicedo,22,Colombia,67,74,New England Revolution,1100000.0,3000.0,5'8,148.0,South America
8366,Néstor Albiach,25,Spain,67,69,Sparta Praha,925000.0,1000.0,6'2,185.0,Europe
8367,A. DeLaGarza,30,Guam,67,67,Houston Dynamo,550000.0,3000.0,5'9,150.0,Oceania
8368,A. Durak,31,Turkey,67,67,Çaykur Rizespor,525000.0,5000.0,5'11,176.0,Asia
8369,T. Haye,23,Netherlands,67,71,Lecce,975000.0,2000.0,5'10,163.0,Europe
8370,Jaílson,22,Brazil,67,78,Fenerbahçe SK,1100000.0,15000.0,5'10,163.0,South America
8371,J. Steele,27,United Kingdom,67,70,Brighton & Hove Albion,650000.0,11000.0,6'2,174.0,Europe
8372,P. Vlachodimos,26,Greece,67,67,Nîmes Olympique,825000.0,6000.0,6'0,163.0,Europe
8373,D. Bohar,26,Slovenia,67,67,Zagłębie Lubin,825000.0,3000.0,5'8,152.0,Europe
8374,H. Elhouni,24,Libya,67,72,CD Aves,1000000.0,4000.0,5'9,148.0,Africa
8375,O. Mihálik,21,Czech Republic,67,75,AZ Alkmaar,1100000.0,4000.0,6'2,157.0,Europe
8376,L. Nestor,29,France,67,68,Valenciennes FC,675000.0,3000.0,5'10,154.0,Europe
8377,J. Thomassen,30,Norway,67,67,Sarpsborg 08 FF,550000.0,2000.0,5'11,172.0,Europe
8378,S. Lewerenz,27,Germany,67,67,Holstein Kiel,800000.0,5000.0,5'9,161.0,Europe
8379,V. Marchetti,20,France,67,77,AS Nancy Lorraine,1200000.0,2000.0,5'11,154.0,Europe
8380,G. Lódico,20,Argentina,67,79,Club Atlético Lanús,1300000.0,5000.0,5'8,159.0,South America
8381,Leandro,25,Brazil,67,69,Kashima Antlers,925000.0,4000.0,5'10,168.0,South America
8382,R. Colclough,23,United Kingdom,67,73,Scunthorpe United,1000000.0,4000.0,6'0,161.0,Europe
8383,J. Ampuero,31,Chile,67,67,Unión Española,525000.0,2000.0,6'0,181.0,South America
8384,Dani Romera,22,Spain,67,75,Cádiz CF,1100000.0,4000.0,5'8,152.0,Europe
8385,C. Acuña,30,Paraguay,67,67,Albacete BP,725000.0,4000.0,5'9,165.0,South America
8386,A. Radovanović,24,Serbia,67,71,Racing Club de Lens,850000.0,3000.0,6'2,183.0,Europe
8387,W. Moimbé-Tahrat,29,France,67,67,AS Nancy Lorraine,575000.0,3000.0,5'8,148.0,Europe
8388,R. de Boer,20,Netherlands,67,78,AZ Alkmaar,1000000.0,3000.0,6'2,192.0,Europe
8389,N. Julan,21,France,67,78,En Avant de Guingamp,1300000.0,6000.0,6'5,183.0,Europe
8390,T. Ebner,26,Austria,67,68,FK Austria Wien,750000.0,6000.0,5'11,165.0,Europe
8391,A. Vindheim,22,Norway,67,74,Malmö FF,900000.0,2000.0,6'0,174.0,Europe
8392,L. Acevedo,26,Argentina,67,70,San Martin de Tucumán,800000.0,4000.0,6'6,214.0,South America
8393,S. Zúñiga,28,Chile,67,67,Curicó Unido,775000.0,2000.0,5'6,165.0,South America
8394,T. Vlietinck,20,Belgium,67,79,Club Brugge KV,1400000.0,6000.0,5'10,154.0,Europe
8395,E. Friberg,32,Sweden,67,67,BK Häcken,575000.0,2000.0,5'10,154.0,Europe
8396,A. Oshilaja,25,United Kingdom,67,71,AFC Wimbledon,825000.0,3000.0,5'11,165.0,Europe
8397,G. Herrera,34,Argentina,67,67,Rosario Central,400000.0,6000.0,5'11,183.0,South America
8398,J. Nyholm,24,Sweden,67,73,AIK,900000.0,3000.0,6'0,163.0,Europe
8399,D. Nishi,30,Japan,67,67,Kashima Antlers,550000.0,4000.0,5'9,161.0,Asia
8400,Nadjack,24,Guinea-Bissau,67,72,Rio Ave FC,850000.0,3000.0,6'0,163.0,Africa
8401,K. Broadfoot,33,United Kingdom,67,67,Kilmarnock,300000.0,3000.0,6'3,196.0,Europe
8402,K. Omori,26,Japan,67,67,FC Tokyo,825000.0,4000.0,5'7,154.0,Asia
8403,K. Begois,36,Belgium,67,67,FC Groningen,100000.0,2000.0,6'1,174.0,Europe
8404,Alemão,31,Brazil,67,67,Pohang Steelers,525000.0,3000.0,5'11,165.0,South America
8405,T. Asta-Buruaga,21,Chile,67,76,CD Antofagasta,1000000.0,1000.0,6'1,154.0,South America
8406,K. Azamoum,28,France,67,67,Cádiz CF,625000.0,4000.0,5'10,163.0,Europe
8407,A. Mozo,21,Mexico,67,74,U.N.A.M.,900000.0,5000.0,5'8,150.0,North America
8408,A. Gilbey,23,United Kingdom,67,74,Milton Keynes Dons,1100000.0,5000.0,6'0,161.0,Europe
8409,S. Nagasawa,29,Japan,67,67,Vissel Kobe,750000.0,5000.0,6'4,181.0,Asia
8410,Jorge Fellipe,29,Brazil,67,67,CD Aves,600000.0,4000.0,6'5,183.0,South America
8411,M. Rutten,25,Netherlands,67,70,VVV-Venlo,800000.0,3000.0,5'10,152.0,Europe
8412,Neris,26,Brazil,67,72,Boavista FC,850000.0,3000.0,6'3,194.0,South America
8413,Moon Chang Jin,24,"Korea, Republic of",67,70,Gangwon FC,975000.0,2000.0,5'7,139.0,Asia
8414,J. Mena,29,Colombia,67,68,Club Atlético Aldosivi,675000.0,4000.0,6'0,174.0,South America
8415,C. Espinosa,35,Chile,67,67,Curicó Unido,325000.0,1000.0,5'8,154.0,South America
8416,A. Nkaka,22,Belgium,67,74,KV Oostende,925000.0,4000.0,5'11,174.0,Europe
8417,Álvaro Tejero,21,Spain,67,77,Albacete BP,1100000.0,24000.0,5'9,152.0,Europe
8418,F. Concas,31,Italy,67,67,Carpi,675000.0,2000.0,5'10,137.0,Europe
8419,A. Coșelev,24,Moldova,67,72,Fortuna Sittard,725000.0,2000.0,6'7,198.0,Europe
8420,D. Kolovos,25,Greece,67,71,Willem II,975000.0,3000.0,6'0,163.0,Europe
8421,Zhang Yuning,21,China,67,74,ADO Den Haag,1100000.0,9000.0,6'0,152.0,Asia
8422,J. Perch,32,United Kingdom,67,67,Scunthorpe United,450000.0,4000.0,5'11,176.0,Europe
8423,Rafael de Aseiro,26,Brazil,67,67,Sport Club do Recife,525000.0,4000.0,6'3,187.0,South America
8424,I. Niane,19,Senegal,67,81,FC Metz,1600000.0,2000.0,6'2,161.0,Africa
8425,J. Anibaba,29,United States,67,67,New England Revolution,600000.0,3000.0,6'0,170.0,North America
8426,Iñigo Muñoz,21,Spain,67,79,Athletic Club de Bilbao,1400000.0,6000.0,5'6,132.0,Europe
8427,T. Sana,28,Sweden,67,67,Aarhus GF,800000.0,6000.0,5'8,141.0,Europe
8428,P. Papp,28,Romania,67,67,Sivasspor,625000.0,5000.0,6'2,176.0,Europe
8429,T. Tzandaris,25,Greece,67,70,Panathinaikos FC,800000.0,1000.0,5'8,154.0,Europe
8430,K. Staude,21,Germany,67,76,DSC Arminia Bielefeld,1200000.0,4000.0,5'9,154.0,Europe
8431,A. Oumarou,31,Cameroon,67,67,Al Qadisiyah,675000.0,8000.0,6'2,172.0,Africa
8432,Lee Bum Young,29,"Korea, Republic of",67,67,Gangwon FC,525000.0,2000.0,6'4,198.0,Asia
8433,I. Kecojević,30,Montenegro,67,67,Cádiz CF,575000.0,3000.0,6'3,187.0,Europe
8434,L. Cárdenas,24,Mexico,67,72,Querétaro,725000.0,3000.0,6'0,185.0,North America
8435,L. López,24,Mexico,67,71,Club León,975000.0,8000.0,5'9,143.0,North America
